bannerImg,bannerProId,bannerType,bannerTypeid,bannerTypeid2,linkWebUrl,oneName,twoName
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20181213115203521743.jpg,,4,42,284,,TV,Rick and Morty
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20181213115203518924.jpeg,,4,42,161,,TV,Game of Thrones
