bannerImg,bannerProId,bannerType,bannerTypeid,bannerTypeid2,linkWebUrl,oneName,twoName
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190315115502666791.jpg,,4,45,234,,Game,The Division
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20181213103902779367.jpg,,4,45,239,,Game,Monster Hunter
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190301131503367708.jpg,,4,45,371,,Game,Devil May Cry 5
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190220225603384126.jpg,,4,45,199,,Game,Zelda
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190225142303650931.jpg,,4,45,190,,Game,Resident Evil/Biohazard
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190225143605057198.jpg,,4,45,369,,Game,Anthem
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190307171101882512.jpg,,4,43,373,,Film,Captain Marvel
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190220230601116206.jpg,,4,45,191,,Game,Super Mario
http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190222155602242330.jpg,,4,45,172,,Game,Dark Souls
